,simple_polytope,p3,temperature(p3),p3_odd,p4,temperature(p4),p4_odd,p5,temperature(p5),p5_odd,p6,temperature(p6),p6_odd,p7,temperature(p7),sum(pk_for_k>7),n,independence_number,second_largest_adjacency_eigenvalue,matching_number,claw_free,avg(temperature),max(temperature),|p3 - p6|,|p4 - p6|,|p5 - p6|,|p6 - p7|,rad,diam,max(pk),fullerene,p3>0,p4>0,p5>0,p6>0,p3>p4,p4>p5,p5>p6,p6>p7,sum(pk_for_k>7)>(p3+p4+p5+p6+p7),sum(pk_for_k>7)<(p3+p4+p5+p6+p7),perfect_matching,p3<p4,p4<p5,p5<p6,p6<p7
106,True,0,0.0,False,71,35.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,142,70,2.992173644149892,71,False,0.5149010002041232,35.5,0,71,0,0,36,36,71,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
107,True,7,1.1666666666666667,True,0,0.0,False,0,0.0,False,0,0.0,False,3,0.3,3.0,22,8,2.529363581009281,11,False,0.29444444444444445,1.1666666666666667,7,0,0,3,5,5,7,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True
108,True,0,0.0,False,0,0.0,False,12,1.3333333333333333,False,9,0.75,True,0,0.0,0.0,38,17,2.7615571818318965,19,False,0.5208333333333333,1.3333333333333333,9,9,3,9,6,8,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
109,True,0,0.0,False,65,32.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,130,64,2.990663269435312,65,False,0.5163614163614164,32.5,0,65,0,0,33,33,65,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
110,True,0,0.0,False,99,49.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,198,98,2.9959733529437735,99,False,0.5105175466000208,49.5,0,99,0,0,50,50,99,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
111,True,0,0.0,False,112,56.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,224,112,2.9968536300356456,112,False,0.5092532467532468,56.0,0,112,0,0,57,57,112,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
112,True,0,0.0,False,106,53.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,212,106,2.9964874635286494,106,False,0.5097968069666183,53.0,0,106,0,0,54,54,106,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
113,True,0,0.0,False,107,53.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,214,106,2.996552792838523,107,False,0.5097018246550957,53.5,0,107,0,0,54,54,107,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
114,True,0,0.0,False,113,56.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,226,112,2.9969090573076733,113,False,0.5091684604958941,56.5,0,113,0,0,57,57,113,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
115,True,0,0.0,False,98,49.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,196,98,2.9958907855006687,98,False,0.5106292517006803,49.0,0,98,0,0,50,50,98,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
116,True,0,0.0,False,0,0.0,False,14,2.3333333333333335,False,5,0.3333333333333333,True,0,0.0,1.0,36,15,2.730146129294302,18,False,0.4532163742690059,2.3333333333333335,5,5,9,5,6,7,14,False,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
117,True,0,0.0,False,64,32.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,128,64,2.9903694533444103,64,False,0.516633064516129,32.0,0,64,0,0,33,33,64,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
118,True,0,0.0,False,70,35.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,140,70,2.9919485879904824,70,False,0.5151260504201681,35.0,0,70,0,0,36,36,70,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
119,True,0,0.0,False,1,0.027777777777777776,True,28,3.111111111111111,False,0,0.0,False,4,0.12121212121212122,4.0,70,29,2.8553088713328005,35,False,0.3749318582651916,3.111111111111111,0,1,28,4,9,10,28,False,False,True,True,False,False,False,True,False,False,True,True,True,True,False,True
120,True,0,0.0,False,0,0.0,False,12,1.5,False,8,0.6666666666666666,False,0,0.0,0.0,36,15,2.658675705813426,18,False,0.5416666666666666,1.5,8,8,4,8,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
121,True,0,0.0,False,0,0.0,False,12,0.8,False,15,1.25,True,0,0.0,0.0,50,22,2.7773252181110317,25,False,0.5125,1.25,15,15,3,15,7,8,15,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
122,True,0,0.0,False,0,0.0,False,31,3.875,True,0,0.0,False,2,0.05405405405405406,6.0,74,30,2.9007886071667017,37,False,0.4551079274763485,3.875,0,0,31,2,8,11,31,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
123,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.8865576859276554,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,10,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
124,True,0,0.0,False,0,0.0,False,31,3.875,True,0,0.0,False,3,0.08333333333333333,5.0,74,30,2.8666701026713537,37,False,0.45508008008008016,3.875,0,0,31,3,8,10,31,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
125,True,0,0.0,False,0,0.0,False,21,5.25,True,0,0.0,False,0,0.0,4.0,46,19,2.7523826155756117,23,False,0.7754329004329005,5.25,0,0,21,0,6,8,21,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False
126,True,0,0.0,False,12,0.35294117647058826,False,27,1.4210526315789473,True,0,0.0,False,3,0.06976744186046512,4.0,88,37,2.938436574410614,44,False,0.14915379578062277,1.4210526315789473,0,12,27,3,8,12,27,False,False,True,True,False,False,False,True,False,False,True,True,True,True,False,True
127,True,0,0.0,False,0,0.0,False,12,0.8,False,15,1.25,True,0,0.0,0.0,50,22,2.7891635437605555,25,False,0.5125,1.25,15,15,3,15,7,9,15,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
128,True,0,0.0,False,0,0.0,False,12,0.6666666666666666,False,18,1.5,False,0,0.0,0.0,56,25,2.824472982959521,28,False,0.5416666666666666,1.5,18,18,6,18,7,9,18,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
129,True,0,0.0,False,0,0.0,False,12,0.7058823529411765,False,17,1.4166666666666667,True,0,0.0,0.0,54,24,2.82593311962696,27,False,0.5306372549019608,1.4166666666666667,17,17,5,17,7,9,17,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
130,True,0,0.0,False,0,0.0,False,12,0.9230769230769231,False,13,1.0833333333333333,True,0,0.0,0.0,46,20,2.779161846102397,23,False,0.5016025641025641,1.0833333333333333,13,13,1,13,6,8,13,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
131,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.6948935651631594,20,False,0.5083333333333333,1.2,10,10,2,10,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
132,True,0,0.0,False,1,0.045454545454545456,True,18,3.6,False,0,0.0,False,0,0.0,4.0,42,17,2.72881877042566,21,False,0.6426634768740032,3.6,0,1,18,0,6,7,18,False,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False
133,True,0,0.0,False,0,0.0,False,12,0.6,False,20,1.6666666666666667,False,0,0.0,0.0,60,24,2.7565982538600737,30,False,0.5666666666666667,1.6666666666666667,20,20,8,20,9,9,20,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
134,True,0,0.0,False,6,2.0,False,0,0.0,False,3,0.5,True,0,0.0,0.0,14,7,2.4142135623730963,7,False,0.625,2.0,3,3,3,3,4,5,6,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,False
135,True,0,0.0,False,0,0.0,False,31,3.875,True,0,0.0,False,2,0.05405405405405406,6.0,74,31,2.9084441573164077,37,False,0.4551079274763485,3.875,0,0,31,2,7,11,31,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
136,True,0,0.0,False,0,0.0,False,31,3.875,True,0,0.0,False,3,0.08333333333333333,5.0,74,30,2.864727612590818,37,False,0.45508008008008016,3.875,0,0,31,3,8,10,31,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
137,True,0,0.0,False,0,0.0,False,12,0.8571428571428571,False,14,1.1666666666666667,False,0,0.0,0.0,48,21,2.7614884070691437,24,False,0.5059523809523809,1.1666666666666667,14,14,2,14,7,8,14,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
138,True,0,0.0,False,0,0.0,False,12,1.0909090909090908,False,11,0.9166666666666666,True,0,0.0,0.0,42,18,2.69000371392166,21,False,0.5018939393939393,1.0909090909090908,11,11,1,11,7,8,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
139,True,0,0.0,False,0,0.0,False,12,0.8,False,15,1.25,True,0,0.0,0.0,50,22,2.779614945936066,25,False,0.5125,1.25,15,15,3,15,7,9,15,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
140,True,0,0.0,False,66,33.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,132,66,2.9909438451461785,66,False,0.5160984848484849,33.0,0,66,0,0,34,34,66,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
141,True,0,0.0,False,0,0.0,False,14,2.3333333333333335,False,4,0.25,False,2,0.1111111111111111,0.0,36,14,2.7253634995402987,18,False,0.538888888888889,2.3333333333333335,4,4,10,2,6,7,14,False,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
142,True,0,0.0,False,0,0.0,False,32,4.0,False,0,0.0,False,0,0.0,8.0,76,32,2.871907758672753,38,False,0.42377622377622376,4.0,0,0,32,0,8,11,32,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False
143,True,0,0.0,False,72,36.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,144,72,2.9923893961834946,72,False,0.5146825396825397,36.0,0,72,0,0,37,37,72,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
144,True,0,0.0,False,0,0.0,False,28,2.5454545454545454,False,6,0.18181818181818182,False,0,0.0,5.0,74,31,2.907489859447672,37,False,0.28616966248545195,2.5454545454545454,6,6,22,6,8,11,28,False,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
145,True,0,0.0,False,105,52.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,210,104,2.9964202595354656,105,False,0.5098936662043458,52.5,0,105,0,0,53,53,105,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
146,True,0,0.0,False,111,55.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,222,110,2.9967966985247623,111,False,0.509339614844202,55.5,0,111,0,0,56,56,111,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
147,True,0,0.0,False,110,55.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,220,110,2.9967382078522737,110,False,0.5094276094276095,55.0,0,110,0,0,56,56,110,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
148,True,0,0.0,False,104,52.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,208,104,2.996351108446639,104,False,0.5099924585218703,52.0,0,104,0,0,53,53,104,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
149,True,0,0.0,False,0,0.0,False,24,1.5,False,11,0.3793103448275862,True,0,0.0,5.0,76,33,2.911835432793933,38,False,0.2875747149794337,1.5,11,11,13,11,7,11,24,False,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
150,True,0,0.0,False,1,0.027777777777777776,True,28,3.111111111111111,False,0,0.0,False,4,0.12121212121212122,4.0,70,28,2.8674262557909236,35,False,0.3749318582651916,3.111111111111111,0,1,28,4,9,10,28,False,False,True,True,False,False,False,True,False,False,True,True,True,True,False,True
151,True,0,0.0,False,73,36.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,146,72,2.9925963498692214,73,False,0.5144703839475208,36.5,0,73,0,0,37,37,73,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
152,True,0,0.0,False,67,33.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,134,66,2.9912119640438055,67,False,0.5158438576349024,33.5,0,67,0,0,34,34,67,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
153,True,0,0.0,False,0,0.0,False,16,5.333333333333333,False,0,0.0,False,2,0.11764705882352941,1.0,34,14,2.7397577107904176,17,False,0.9177559912854029,5.333333333333333,0,0,16,2,5,7,16,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
154,True,0,0.0,False,0,0.0,False,12,0.8,False,15,1.25,True,0,0.0,0.0,50,22,2.778023324040397,25,False,0.5125,1.25,15,15,3,15,7,9,15,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
155,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.686008852486628,20,False,0.5083333333333333,1.2,10,10,2,10,7,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
156,True,0,0.0,False,0,0.0,False,12,0.75,False,16,1.3333333333333333,False,0,0.0,0.0,52,23,2.7885030332340217,26,False,0.5208333333333333,1.3333333333333333,16,16,4,16,7,8,16,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
157,True,0,0.0,False,0,0.0,False,31,3.875,True,0,0.0,False,3,0.08333333333333333,5.0,74,30,2.8974747753661627,37,False,0.45508008008008016,3.875,0,0,31,3,8,11,31,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
158,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.8818533973670752,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
159,True,0,0.0,False,5,0.3125,True,11,1.1,True,0,0.0,False,2,0.10526315789473684,3.0,38,16,2.8929730187892244,19,False,0.23900375939849622,1.1,0,5,11,2,5,9,11,False,False,True,True,False,False,False,True,False,False,True,True,True,True,False,True
160,True,0,0.0,False,6,0.3157894736842105,False,15,1.5,True,0,0.0,False,0,0.0,4.0,46,19,2.863537419006831,23,False,0.2492274720893142,1.5,0,6,15,0,5,8,15,False,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False
161,True,0,0.0,False,0,0.0,False,18,3.0,False,3,0.14285714285714285,True,0,0.0,3.0,44,19,2.7398834457032653,22,False,0.5476190476190476,3.0,3,3,15,3,7,8,18,False,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
162,True,0,0.0,False,0,0.0,False,12,0.75,False,16,1.3333333333333333,False,0,0.0,0.0,52,23,2.790910914606338,26,False,0.5208333333333333,1.3333333333333333,16,16,4,16,7,9,16,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
163,True,0,0.0,False,0,0.0,False,12,1.0,False,12,1.0,False,0,0.0,0.0,44,19,2.7392352552880364,22,False,0.5,1.0,12,12,0,12,7,8,12,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False
164,True,0,0.0,False,0,0.0,False,12,1.0,False,12,1.0,False,0,0.0,0.0,44,19,2.742632172834991,22,False,0.5,1.0,12,12,0,12,7,8,12,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False
165,True,0,0.0,False,0,0.0,False,12,0.9230769230769231,False,13,1.0833333333333333,True,0,0.0,0.0,46,20,2.7445712868428793,23,False,0.5016025641025641,1.0833333333333333,13,13,1,13,7,8,13,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
166,True,3,0.5,True,2,0.2857142857142857,False,1,0.125,True,2,0.2857142857142857,False,0,0.0,1.0,14,6,2.432463688226182,7,False,0.22023809523809523,0.5,1,0,1,2,3,4,3,False,True,True,True,True,True,True,False,True,False,True,True,False,False,True,False
167,True,0,0.0,False,0,0.0,False,20,5.0,False,2,0.09090909090909091,False,0,0.0,2.0,44,18,2.879903510069225,22,False,0.575318401405358,5.0,2,2,18,2,6,9,20,False,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
168,True,0,0.0,False,0,0.0,False,29,4.142857142857143,True,0,0.0,False,3,0.09090909090909091,4.0,68,28,2.8568354314962874,34,False,0.483490365843307,4.142857142857143,0,0,29,3,9,10,29,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
169,True,0,0.0,False,0,0.0,False,12,0.9230769230769231,False,13,1.0833333333333333,True,0,0.0,0.0,46,20,2.740620517625751,23,False,0.5016025641025641,1.0833333333333333,13,13,1,13,7,8,13,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
170,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.889451784112241,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,7,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
171,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.896874082435982,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
172,True,0,0.0,False,0,0.0,False,12,1.5,False,8,0.6666666666666666,False,0,0.0,0.0,36,15,2.687204943760599,18,False,0.5416666666666666,1.5,8,8,4,8,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
173,True,0,0.0,False,0,0.0,False,12,0.7058823529411765,False,17,1.4166666666666667,True,0,0.0,0.0,54,24,2.8157493320724307,27,False,0.5306372549019608,1.4166666666666667,17,17,5,17,7,9,17,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
174,True,0,0.0,False,0,0.0,False,14,3.5,False,2,0.125,False,2,0.125,0.0,32,13,2.6588493448240964,16,False,0.75,3.5,2,2,12,0,6,7,14,False,False,False,True,True,False,False,True,False,False,True,True,False,True,False,False
175,True,0,0.0,False,0,0.0,False,12,1.3333333333333333,False,9,0.75,True,0,0.0,0.0,38,16,2.6862365997350617,19,False,0.5208333333333333,1.3333333333333333,9,9,3,9,7,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
176,True,0,0.0,False,63,31.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,126,62,2.9900615507308044,63,False,0.5169138693728857,31.5,0,63,0,0,32,32,63,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
177,True,0,0.0,False,77,38.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,154,76,2.9933451649883827,77,False,0.5136796536796536,38.5,0,77,0,0,39,39,77,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
178,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.7451533965139663,20,False,0.5083333333333333,1.2,10,10,2,10,6,8,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
179,True,0,0.0,False,100,50.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,200,100,2.9960534568565422,100,False,0.5104081632653061,50.0,0,100,0,0,51,51,100,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
180,True,0,0.0,False,114,57.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,228,114,2.9969630328666352,114,False,0.5090852130325815,57.0,0,114,0,0,58,58,114,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
181,True,0,0.0,False,115,57.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,230,114,2.997015606965666,115,False,0.5090034628703347,57.5,0,115,0,0,58,58,115,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
182,True,0,0.0,False,101,50.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,202,100,2.9961311942671935,101,False,0.5103010301030103,50.5,0,101,0,0,51,51,101,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
183,True,0,0.0,False,76,38.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,152,76,2.9931689860133455,76,False,0.5138691322901849,38.0,0,76,0,0,39,39,76,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
184,True,0,0.0,False,0,0.0,False,13,1.625,True,7,0.5,True,1,0.05,0.0,38,16,2.7141555929697887,19,False,0.43499999999999994,1.625,7,7,6,6,6,7,13,False,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
185,True,0,0.0,False,0,0.0,False,12,1.3333333333333333,False,9,0.75,True,0,0.0,0.0,38,16,2.736013577693455,19,False,0.5208333333333333,1.3333333333333333,9,9,3,9,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
186,True,0,0.0,False,62,31.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,124,62,2.9897386467837883,62,False,0.5172043010752688,31.0,0,62,0,0,32,32,62,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
187,True,0,0.0,False,0,0.0,False,14,3.5,False,2,0.125,False,2,0.125,0.0,32,13,2.695995238178905,16,False,0.75,3.5,2,2,12,0,5,7,14,False,False,False,True,True,False,False,True,False,False,True,True,False,True,False,False
188,True,0,0.0,False,0,0.0,False,12,0.7058823529411765,False,17,1.4166666666666667,True,0,0.0,0.0,54,24,2.814758157793805,27,False,0.5306372549019608,1.4166666666666667,17,17,5,17,7,9,17,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
189,True,0,0.0,False,0,0.0,False,12,1.3333333333333333,False,9,0.75,True,0,0.0,0.0,38,16,2.715388916419263,19,False,0.5208333333333333,1.3333333333333333,9,9,3,9,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
190,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.902481977534081,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
191,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,30,2.8877946004324264,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
192,True,0,0.0,False,0,0.0,False,12,0.9230769230769231,False,13,1.0833333333333333,True,0,0.0,0.0,46,20,2.7437613661963556,23,False,0.5016025641025641,1.0833333333333333,13,13,1,13,7,8,13,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
193,True,0,0.0,False,0,0.0,False,29,4.142857142857143,True,0,0.0,False,3,0.09090909090909091,4.0,68,27,2.88023589019343,34,False,0.483490365843307,4.142857142857143,0,0,29,3,8,10,29,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
194,True,0,0.0,False,1,0.045454545454545456,True,20,6.666666666666667,False,0,0.0,False,0,0.0,2.0,42,17,2.87457050431908,21,False,0.7563732563732564,6.666666666666667,0,1,20,0,6,9,20,False,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False
195,True,3,0.5,True,2,0.2857142857142857,False,1,0.125,True,2,0.2857142857142857,False,0,0.0,1.0,14,5,2.4541683099160934,7,False,0.22023809523809523,0.5,1,0,1,2,3,4,3,False,True,True,True,True,True,True,False,True,False,True,True,False,False,True,False
196,True,0,0.0,False,0,0.0,False,12,1.0,False,12,1.0,False,0,0.0,0.0,44,19,2.715995301942117,22,False,0.5,1.0,12,12,0,12,7,8,12,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False
197,True,0,0.0,False,0,0.0,False,12,1.0,False,12,1.0,False,0,0.0,0.0,44,19,2.745688577450643,22,False,0.5,1.0,12,12,0,12,7,8,12,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False
198,True,0,0.0,False,0,0.0,False,12,1.0909090909090908,False,11,0.9166666666666666,True,0,0.0,0.0,42,18,2.712477086111412,21,False,0.5018939393939393,1.0909090909090908,11,11,1,11,7,8,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
199,True,0,0.0,False,0,0.0,False,12,1.3333333333333333,False,9,0.75,True,0,0.0,0.0,38,16,2.6936467052070574,19,False,0.5208333333333333,1.3333333333333333,9,9,3,9,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
200,True,0,0.0,False,0,0.0,False,12,0.9230769230769231,False,13,1.0833333333333333,True,0,0.0,0.0,46,20,2.764688645725772,23,False,0.5016025641025641,1.0833333333333333,13,13,1,13,7,8,13,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
201,True,0,0.0,False,0,0.0,False,29,4.142857142857143,True,0,0.0,False,3,0.09090909090909091,4.0,68,28,2.8627192398030985,34,False,0.483490365843307,4.142857142857143,0,0,29,3,8,10,29,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
202,True,0,0.0,False,30,0.9375,False,0,0.0,False,20,0.47619047619047616,False,0,0.0,12.0,120,60,2.9021130325903153,60,False,0.20671130952380953,0.9375,20,10,20,20,15,15,30,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,False
203,True,0,0.0,False,0,0.0,False,31,3.875,True,0,0.0,False,3,0.08333333333333333,5.0,74,30,2.9098596589858405,37,False,0.45508008008008016,3.875,0,0,31,3,8,11,31,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
204,True,0,0.0,False,0,0.0,False,31,3.875,True,0,0.0,False,3,0.08333333333333333,5.0,74,30,2.900613148719622,37,False,0.341577903091061,3.875,0,0,31,3,8,10,31,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
205,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,2,0.05405405405405406,7.0,74,31,2.9020669332532907,37,False,0.4494401698349067,3.3333333333333335,0,0,30,2,8,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
206,True,0,0.0,False,0,0.0,False,12,0.75,False,16,1.3333333333333333,False,0,0.0,0.0,52,23,2.7970994622529117,26,False,0.5208333333333333,1.3333333333333333,16,16,4,16,7,9,16,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
207,True,0,0.0,False,0,0.0,False,12,1.5,False,8,0.6666666666666666,False,0,0.0,0.0,36,15,2.684850375174404,18,False,0.5416666666666666,1.5,8,8,4,8,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
208,True,0,0.0,False,88,44.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,176,88,2.994904229220521,88,False,0.5118921775898521,44.0,0,88,0,0,45,45,88,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
209,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.7771479423035044,20,False,0.5083333333333333,1.2,10,10,2,10,6,8,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
210,True,0,0.0,False,74,37.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,148,74,2.992794977085066,74,False,0.5142642642642642,37.0,0,74,0,0,38,38,74,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
211,True,0,0.0,False,60,30.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,120,60,2.989043790736566,60,False,0.517816091954023,30.0,0,60,0,0,31,31,60,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
212,True,0,0.0,False,0,0.0,False,13,1.625,True,7,0.5,True,1,0.05,0.0,38,16,2.7544119111673484,19,False,0.43499999999999994,1.625,7,7,6,6,6,8,13,False,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
