,simple_polytope,p3,temperature(p3),p3_odd,p4,temperature(p4),p4_odd,p5,temperature(p5),p5_odd,p6,temperature(p6),p6_odd,p7,temperature(p7),sum(pk_for_k>7),n,independence_number,second_largest_adjacency_eigenvalue,matching_number,claw_free,avg(temperature),max(temperature),|p3 - p6|,|p4 - p6|,|p5 - p6|,|p6 - p7|,rad,diam,max(pk),fullerene,p3>0,p4>0,p5>0,p6>0,p3>p4,p4>p5,p5>p6,p6>p7,sum(pk_for_k>7)>(p3+p4+p5+p6+p7),sum(pk_for_k>7)<(p3+p4+p5+p6+p7),perfect_matching,p3<p4,p4<p5,p5<p6,p6<p7
319,True,0,0.0,False,0,0.0,False,31,3.875,True,0,0.0,False,2,0.05405405405405406,6.0,74,31,2.909088928523105,37,False,0.4551079274763485,3.875,0,0,31,2,8,11,31,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
320,True,0,0.0,False,0,0.0,False,29,2.9,True,0,0.0,False,3,0.08333333333333333,7.0,74,31,2.883994902249254,37,False,0.5336805555555556,2.9,0,0,29,3,8,11,29,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
321,True,0,0.0,False,1,0.07142857142857142,True,10,2.0,False,4,0.36363636363636365,False,0,0.0,0.0,26,11,2.5720462561937425,13,False,0.6087662337662338,2.0,4,3,6,4,5,6,10,False,False,True,True,True,False,False,True,True,False,True,True,True,True,False,False
322,True,5,0.8333333333333334,True,0,0.0,False,2,0.2222222222222222,False,0,0.0,False,3,0.375,1.0,18,7,2.6085996485398963,9,False,0.2550925925925926,0.8333333333333334,5,0,2,3,4,5,5,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True
323,True,20,1.6666666666666667,False,0,0.0,False,0,0.0,False,0,0.0,False,0,0.0,12.0,60,20,2.8422356793243098,30,True,0.2833333333333333,1.6666666666666667,20,0,0,0,10,10,20,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False
324,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.720554508943636,20,False,0.5083333333333333,1.2,10,10,2,10,6,8,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
325,True,0,0.0,False,0,0.0,False,12,0.8571428571428571,False,14,1.1666666666666667,False,0,0.0,0.0,48,21,2.7671312179092284,24,False,0.5059523809523809,1.1666666666666667,14,14,2,14,7,8,14,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
326,True,0,0.0,False,0,0.0,False,12,0.7058823529411765,False,17,1.4166666666666667,True,0,0.0,0.0,54,24,2.8081457948951845,27,False,0.5306372549019608,1.4166666666666667,17,17,5,17,7,9,17,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
327,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.7344097990100376,20,False,0.5083333333333333,1.2,10,10,2,10,6,8,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
328,True,0,0.0,False,0,0.0,False,12,1.0,False,12,1.0,False,0,0.0,0.0,44,19,2.7731290932163453,22,False,0.5,1.0,12,12,0,12,6,8,12,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False
329,True,0,0.0,False,5,1.25,True,2,0.2857142857142857,False,2,0.2857142857142857,False,0,0.0,0.0,14,6,2.2469796037174636,7,False,0.4553571428571428,1.25,2,3,0,2,4,4,5,False,False,True,True,True,False,True,False,True,False,True,True,True,False,False,False
330,True,5,0.8333333333333334,True,0,0.0,False,2,0.2222222222222222,False,2,0.2222222222222222,False,0,0.0,2.0,18,7,2.602169718697423,9,False,0.2111111111111111,0.8333333333333334,3,2,0,2,4,5,5,False,True,False,True,True,True,False,False,True,False,True,True,False,True,False,False
331,True,0,0.0,False,0,0.0,False,31,3.875,True,0,0.0,False,2,0.05405405405405406,6.0,74,30,2.881374810348495,37,False,0.4551079274763485,3.875,0,0,31,2,8,10,31,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
332,True,0,0.0,False,0,0.0,False,29,2.9,True,0,0.0,False,3,0.08333333333333333,7.0,74,31,2.885857288088885,37,False,0.5336805555555556,2.9,0,0,29,3,8,11,29,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
333,True,0,0.0,False,0,0.0,False,12,0.8571428571428571,False,14,1.1666666666666667,False,0,0.0,0.0,48,21,2.7535459537265172,24,False,0.5059523809523809,1.1666666666666667,14,14,2,14,7,8,14,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
334,True,0,0.0,False,0,0.0,False,12,1.0,False,12,1.0,False,0,0.0,0.0,44,19,2.7005769098254713,22,False,0.5,1.0,12,12,0,12,7,7,12,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False
335,True,0,0.0,False,0,0.0,False,12,0.8571428571428571,False,14,1.1666666666666667,False,0,0.0,0.0,48,21,2.7572388342877354,24,False,0.5059523809523809,1.1666666666666667,14,14,2,14,7,8,14,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
336,True,0,0.0,False,69,34.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,138,68,2.9917136850630635,69,False,0.5153579926454683,34.5,0,69,0,0,35,35,69,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
337,True,0,0.0,False,0,0.0,False,22,1.1578947368421053,False,15,0.5769230769230769,True,0,0.0,4.0,78,34,2.892169657801962,39,False,0.26248313090418357,1.1578947368421053,15,15,7,15,8,11,22,False,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
338,True,0,0.0,False,95,47.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,190,94,2.995627254437547,95,False,0.5109790605546123,47.5,0,95,0,0,48,48,95,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
339,True,0,0.0,False,81,40.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,162,80,2.9939858823355867,81,False,0.5129707766838568,40.5,0,81,0,0,41,41,81,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
340,True,0,0.0,False,0,0.0,False,23,1.6428571428571428,True,11,0.4230769230769231,True,0,0.0,3.0,70,30,2.882801112629064,35,False,0.21492673992673988,1.6428571428571428,11,11,12,11,8,10,23,False,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
341,True,0,0.0,False,80,40.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,160,80,2.9938346674662566,80,False,0.5131410256410256,40.0,0,80,0,0,41,41,80,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
342,True,0,0.0,False,0,0.0,False,26,2.6,False,6,0.2,False,0,0.0,4.0,68,29,2.8736074749287637,34,False,0.2915966386554622,2.6,6,6,20,6,8,10,26,False,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
343,True,0,0.0,False,0,0.0,False,23,1.2777777777777777,True,14,0.5185185185185185,False,0,0.0,4.0,78,33,2.900858697928982,39,False,0.27146338067390696,1.2777777777777777,14,14,9,14,8,11,23,False,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
344,True,0,0.0,False,94,47.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,188,94,2.995533757246304,94,False,0.5111008325624422,47.0,0,94,0,0,48,48,94,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
345,True,0,0.0,False,68,34.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,136,68,2.991468352590077,68,False,0.5155971479500892,34.0,0,68,0,0,35,35,68,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
346,True,0,0.0,False,0,0.0,False,12,0.8571428571428571,False,14,1.1666666666666667,False,0,0.0,0.0,48,21,2.7548628195924385,24,False,0.5059523809523809,1.1666666666666667,14,14,2,14,7,8,14,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
347,True,0,0.0,False,0,0.0,False,12,1.3333333333333333,False,9,0.75,True,0,0.0,0.0,38,16,2.6232384351040405,19,False,0.5208333333333333,1.3333333333333333,9,9,3,9,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
348,True,0,0.0,False,0,0.0,False,12,1.0,False,12,1.0,False,0,0.0,0.0,44,19,2.70546322953461,22,False,0.5,1.0,12,12,0,12,7,8,12,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False
349,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.883188576835365,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,10,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
350,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.902634800729905,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
351,True,5,0.8333333333333334,True,0,0.0,False,2,0.2222222222222222,False,1,0.1,True,1,0.1,2.0,18,7,2.605856809115647,9,False,0.24629629629629632,0.8333333333333334,4,1,1,0,4,5,5,False,True,False,True,True,True,False,True,False,False,True,True,False,True,False,False
352,True,0,0.0,False,6,1.2,False,2,0.2222222222222222,False,2,0.2222222222222222,False,0,0.0,1.0,18,8,2.5141369293352867,9,False,0.29074074074074074,1.2,2,4,0,2,4,5,6,False,False,True,True,True,False,True,False,True,False,True,True,True,False,False,False
353,True,0,0.0,False,0,0.0,False,12,0.8,False,15,1.25,True,0,0.0,0.0,50,22,2.7622873673331676,25,False,0.5125,1.25,15,15,3,15,7,8,15,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
354,True,0,0.0,False,0,0.0,False,12,1.3333333333333333,False,9,0.75,True,0,0.0,0.0,38,16,2.7121376704170657,19,False,0.5208333333333333,1.3333333333333333,9,9,3,9,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
355,True,0,0.0,False,0,0.0,False,12,0.75,False,16,1.3333333333333333,False,0,0.0,0.0,52,23,2.791077624621977,26,False,0.5208333333333333,1.3333333333333333,16,16,4,16,7,9,16,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
356,True,0,0.0,False,0,0.0,False,12,2.0,False,6,0.5,False,0,0.0,0.0,32,13,2.638329482205684,16,False,0.625,2.0,6,6,6,6,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
357,True,0,0.0,False,0,0.0,False,12,1.5,False,8,0.6666666666666666,False,0,0.0,0.0,36,15,2.608396604113872,18,False,0.5416666666666666,1.5,8,8,4,8,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
358,True,0,0.0,False,18,9.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,36,18,2.879385241571827,18,False,0.5694444444444444,9.0,0,18,0,0,10,10,18,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
359,True,0,0.0,False,14,7.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,28,14,2.801937735804845,14,False,0.5952380952380952,7.0,0,14,0,0,8,8,14,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
360,True,0,0.0,False,8,4.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,16,8,2.414213562373096,8,False,0.7083333333333334,4.0,0,8,0,0,5,5,8,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
361,True,0,0.0,False,6,3.0,False,0,0.0,False,2,0.3333333333333333,False,0,0.0,0.0,12,6,2.0000000000000004,6,False,0.8333333333333334,3.0,2,4,2,2,4,4,6,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,False
362,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.9014700016958157,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
363,True,0,0.0,False,0,0.0,False,29,2.9,True,0,0.0,False,3,0.08333333333333333,7.0,74,31,2.9105443270779303,37,False,0.5336805555555556,2.9,0,0,29,3,8,12,29,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
364,True,0,0.0,False,0,0.0,False,31,3.875,True,0,0.0,False,2,0.05405405405405406,6.0,74,30,2.9011362492536974,37,False,0.4551079274763485,3.875,0,0,31,2,7,11,31,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
365,True,0,0.0,False,33,16.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,66,32,2.9638573945254105,33,False,0.5342130987292278,16.5,0,33,0,0,17,17,33,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
366,True,0,0.0,False,27,13.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,54,26,2.9460897411596565,27,False,0.542962962962963,13.5,0,27,0,0,14,14,27,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
367,True,0,0.0,False,26,13.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,52,26,2.941883634852107,26,False,0.5448717948717948,13.0,0,26,0,0,14,14,26,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
368,True,0,0.0,False,32,16.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,64,32,2.9615705608064635,32,False,0.5354166666666667,16.0,0,32,0,0,17,17,32,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
369,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,30,2.901064486709668,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,7,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
370,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.875802783045668,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,10,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
371,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.8822105662439585,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,10,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
372,True,0,0.0,False,0,0.0,False,12,2.4,False,5,0.4166666666666667,True,0,0.0,0.0,30,12,2.599342821023953,15,False,0.7041666666666666,2.4,5,5,7,5,5,6,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
373,True,0,0.0,False,7,3.5,True,0,0.0,False,0,0.0,False,2,0.2857142857142857,0.0,14,6,2.2469796037174667,7,False,0.7571428571428571,3.5,0,7,0,2,4,4,7,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,True
374,True,0,0.0,False,13,6.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,26,12,2.77091205130642,13,False,0.6048951048951049,6.5,0,13,0,0,7,7,13,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
375,True,0,0.0,False,19,9.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,38,18,2.891634483401278,19,False,0.565015479876161,9.5,0,19,0,0,10,10,19,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
376,True,0,0.0,False,0,0.0,False,12,1.5,False,8,0.6666666666666666,False,0,0.0,0.0,36,15,2.6369994327662156,18,False,0.5416666666666666,1.5,8,8,4,8,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
377,True,0,0.0,False,0,0.0,False,12,1.5,False,8,0.6666666666666666,False,0,0.0,0.0,36,15,2.681675395648672,18,False,0.5416666666666666,1.5,8,8,4,8,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
378,True,0,0.0,False,0,0.0,False,12,1.5,False,8,0.6666666666666666,False,0,0.0,0.0,36,15,2.6565614458737863,18,False,0.5416666666666666,1.5,8,8,4,8,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
379,True,0,0.0,False,0,0.0,False,12,2.0,False,6,0.5,False,0,0.0,0.0,32,13,2.6001524166911825,16,False,0.625,2.0,6,6,6,6,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
380,True,0,0.0,False,0,0.0,False,12,0.75,False,16,1.3333333333333333,False,0,0.0,0.0,52,23,2.7833030110691723,26,False,0.5208333333333333,1.3333333333333333,16,16,4,16,7,8,16,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
381,True,0,0.0,False,9,4.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,18,8,2.53208888623796,9,False,0.6746031746031746,4.5,0,9,0,0,5,5,9,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
382,True,0,0.0,False,15,7.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,30,14,2.8270909152851993,15,False,0.5871794871794872,7.5,0,15,0,0,8,8,15,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
383,True,0,0.0,False,0,0.0,False,31,3.875,True,0,0.0,False,3,0.08333333333333333,5.0,74,31,2.863501235605635,37,False,0.45508008008008016,3.875,0,0,31,3,9,10,31,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
384,True,0,0.0,False,0,0.0,False,31,3.875,True,0,0.0,False,3,0.08333333333333333,5.0,74,31,2.863712960748556,37,False,0.45508008008008016,3.875,0,0,31,3,8,10,31,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
385,True,0,0.0,False,24,12.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,48,24,2.9318516525781337,24,False,0.5492424242424243,12.0,0,24,0,0,13,13,24,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
386,True,0,0.0,False,30,15.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,60,30,2.9562952014676163,30,False,0.5380952380952381,15.0,0,30,0,0,16,16,30,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
387,True,0,0.0,False,58,29.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,116,58,2.9882759143087236,58,False,0.518472906403941,29.0,0,58,0,0,30,30,58,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
388,True,0,0.0,False,59,29.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,118,58,2.9886696004202786,59,False,0.5181385667558728,29.5,0,59,0,0,30,30,59,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
389,True,0,0.0,False,31,15.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,62,30,2.9590598825049987,31,False,0.5367074527252502,15.5,0,31,0,0,16,16,31,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
390,True,0,0.0,False,25,12.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,50,24,2.937166322257275,25,False,0.5469565217391305,12.5,0,25,0,0,13,13,25,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
391,True,0,0.0,False,0,0.0,False,29,2.9,True,0,0.0,False,3,0.08333333333333333,7.0,74,31,2.8977801928315254,37,False,0.5336805555555556,2.9,0,0,29,3,7,11,29,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
392,True,0,0.0,False,0,0.0,False,29,2.9,True,0,0.0,False,3,0.08333333333333333,7.0,74,31,2.8963569579583233,37,False,0.5336805555555556,2.9,0,0,29,3,7,11,29,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
393,True,2,0.4,False,2,0.4,False,2,0.4,False,1,0.16666666666666666,True,0,0.0,0.0,10,4,2.1466494775790235,5,False,0.34166666666666673,0.4,1,1,1,1,3,3,2,False,True,True,True,True,False,False,True,True,False,True,True,False,False,False,False
394,True,0,0.0,False,10,5.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,20,10,2.6180339887498945,10,False,0.65,5.0,0,10,0,0,6,6,10,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
395,True,0,0.0,False,0,0.0,False,12,0.8,False,15,1.25,True,0,0.0,0.0,50,22,2.7791369602466176,25,False,0.5125,1.25,15,15,3,15,7,8,15,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
396,True,0,0.0,False,0,0.0,False,12,1.7142857142857142,False,7,0.5833333333333334,True,0,0.0,0.0,34,14,2.6448182694199245,17,False,0.5744047619047619,1.7142857142857142,7,7,5,7,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
397,True,0,0.0,False,0,0.0,False,12,1.5,False,8,0.6666666666666666,False,0,0.0,0.0,36,15,2.665861166526141,18,False,0.5416666666666666,1.5,8,8,4,8,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
398,True,0,0.0,False,0,0.0,False,12,1.0,False,12,1.0,False,0,0.0,0.0,44,19,2.732065129036142,22,False,0.5,1.0,12,12,0,12,7,8,12,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False
399,True,0,0.0,False,0,0.0,False,12,1.3333333333333333,False,9,0.75,True,0,0.0,0.0,38,16,2.692624505663454,19,False,0.5208333333333333,1.3333333333333333,9,9,3,9,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
400,True,0,0.0,False,0,0.0,False,12,0.8571428571428571,False,14,1.1666666666666667,False,0,0.0,0.0,48,21,2.7411046538598525,24,False,0.5059523809523809,1.1666666666666667,14,14,2,14,7,8,14,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
401,True,4,1.0,False,0,0.0,False,0,0.0,False,4,1.0,False,0,0.0,0.0,12,4,2.0000000000000036,6,True,0.5,1.0,0,4,4,4,3,3,4,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False
402,True,0,0.0,False,5,2.5,True,2,0.4,False,0,0.0,False,0,0.0,0.0,10,4,1.6180339887498956,5,False,0.9666666666666667,2.5,0,5,2,0,3,3,5,False,False,True,True,False,False,True,True,False,False,True,True,True,False,False,False
403,True,2,0.3333333333333333,False,2,0.3333333333333333,False,3,0.6,True,0,0.0,False,1,0.14285714285714285,0.0,12,5,2.3876684486067754,6,False,0.2819047619047619,0.6,2,2,3,1,3,4,3,False,True,True,True,False,False,False,True,False,False,True,True,False,True,False,True
404,True,0,0.0,False,0,0.0,False,31,3.875,True,0,0.0,False,3,0.08333333333333333,5.0,74,31,2.893360751034072,37,False,0.45508008008008016,3.875,0,0,31,3,8,10,31,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
405,True,0,0.0,False,0,0.0,False,31,3.875,True,0,0.0,False,2,0.05405405405405406,6.0,74,31,2.8827148237911655,37,False,0.4551079274763485,3.875,0,0,31,2,8,10,31,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
406,True,0,0.0,False,49,24.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,98,48,2.98358002764649,49,False,0.5221450282240556,24.5,0,49,0,0,25,25,49,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
